date,usd_inr_rate,interest_rate,unemployment_rate
2019-01-01,70.76,6.25,6.51
2019-01-02,70.76,6.25,6.51
2019-01-03,70.76,6.25,6.51
2019-01-04,70.76,6.25,6.51
2019-01-05,70.76,6.25,6.51
2019-01-06,70.76,6.25,6.51
2019-01-07,70.76,6.25,6.51
2019-01-08,70.76,6.25,6.51
2019-01-09,70.76,6.25,6.51
2019-01-10,70.76,6.25,6.51
2019-01-11,70.76,6.25,6.51
2019-01-12,70.76,6.25,6.51
2019-01-13,70.76,6.25,6.51
2019-01-14,70.76,6.25,6.51
2019-01-15,71.1,6.25,6.51
2019-01-16,70.98,6.25,6.51
2019-01-17,71.05,6.25,6.51
2019-01-18,71.21,6.25,6.51
2019-01-19,71.21,6.25,6.51
2019-01-20,71.21,6.25,6.51
2019-01-21,71.188,6.25,6.51
2019-01-22,71.26,6.25,6.51
2019-01-23,71.19,6.25,6.51
2019-01-24,71.0,6.25,6.51
2019-01-25,70.9,6.25,6.51
2019-01-26,70.9,6.25,6.51
2019-01-27,70.9,6.25,6.51
2019-01-28,71.07,6.25,6.51
2019-01-29,71.39,6.25,6.51
2019-01-30,71.235,6.25,6.51
2019-01-31,70.96,6.25,6.51
2019-02-01,70.96,6.25,6.51
2019-02-02,70.96,6.25,6.51
2019-02-03,70.96,6.25,6.51
2019-02-04,70.96,6.25,6.51
2019-02-05,70.96,6.25,6.51
2019-02-06,70.96,6.25,6.51
2019-02-07,70.96,6.25,6.51
2019-02-08,70.96,6.25,6.51
2019-02-09,70.96,6.25,6.51
2019-02-10,70.96,6.25,6.51
2019-02-11,70.96,6.25,6.51
2019-02-12,70.96,6.25,6.51
2019-02-13,70.875,6.25,6.51
2019-02-14,71.02,6.25,6.51
2019-02-15,71.33,6.25,6.51
2019-02-16,71.33,6.25,6.51
2019-02-17,71.33,6.25,6.51
2019-02-18,71.387,6.25,6.51
2019-02-19,71.3,6.25,6.51
2019-02-20,71.01,6.25,6.51
2019-02-21,71.165,6.25,6.51
2019-02-22,71.035,6.25,6.51
2019-02-23,71.035,6.25,6.51
2019-02-24,71.035,6.25,6.51
2019-02-25,70.834,6.25,6.51
2019-02-26,70.96,6.25,6.51
2019-02-27,71.2,6.25,6.51
2019-02-28,70.84,6.25,6.51
2019-03-01,70.84,6.25,6.51
2019-03-02,70.84,6.25,6.51
2019-03-03,70.84,6.25,6.51
2019-03-04,70.84,6.25,6.51
2019-03-05,70.84,6.25,6.51
2019-03-06,70.84,6.25,6.51
2019-03-07,70.84,6.25,6.51
2019-03-08,70.84,6.25,6.51
2019-03-09,70.84,6.25,6.51
2019-03-10,70.84,6.25,6.51
2019-03-11,70.84,6.25,6.51
2019-03-12,70.84,6.25,6.51
2019-03-13,69.529,6.25,6.51
2019-03-14,69.365,6.25,6.51
2019-03-15,68.963,6.25,6.51
2019-03-16,68.963,6.25,6.51
2019-03-17,68.963,6.25,6.51
2019-03-18,68.625,6.25,6.51
2019-03-19,69.015,6.25,6.51
2019-03-20,68.79,6.25,6.51
2019-03-21,68.81,6.25,6.51
2019-03-22,69.17,6.25,6.51
2019-03-23,69.17,6.25,6.51
2019-03-24,69.17,6.25,6.51
2019-03-25,68.89,6.25,6.51
2019-03-26,68.996,6.25,6.51
2019-03-27,69.1,6.25,6.51
2019-03-28,69.19,6.25,6.51
2019-03-29,69.185,6.25,6.51
2019-03-30,69.185,6.25,6.51
2019-03-31,69.185,6.25,6.51
2019-04-01,69.185,6.25,6.51
2019-04-02,69.185,6.25,6.51
2019-04-03,69.185,6.25,6.51
2019-04-04,69.185,6.0,6.51
2019-04-05,69.185,6.0,6.51
2019-04-06,69.185,6.0,6.51
2019-04-07,69.185,6.0,6.51
2019-04-08,69.185,6.0,6.51
2019-04-09,69.185,6.0,6.51
2019-04-10,69.185,6.0,6.51
2019-04-11,69.185,6.0,6.51
2019-04-12,69.185,6.0,6.51
2019-04-13,69.185,6.0,6.51
2019-04-14,69.185,6.0,6.51
2019-04-15,69.395,6.0,6.51
2019-04-16,69.53,6.0,6.51
2019-04-17,69.431,6.0,6.51
2019-04-18,69.395,6.0,6.51
2019-04-19,69.407,6.0,6.51
2019-04-20,69.407,6.0,6.51
2019-04-21,69.407,6.0,6.51
2019-04-22,69.7,6.0,6.51
2019-04-23,69.77,6.0,6.51
2019-04-24,69.96,6.0,6.51
2019-04-25,70.17,6.0,6.51
2019-04-26,69.85,6.0,6.51
2019-04-27,69.85,6.0,6.51
2019-04-28,69.85,6.0,6.51
2019-04-29,69.817,6.0,6.51
2019-04-30,69.647,6.0,6.51
2019-05-01,69.647,6.0,6.51
2019-05-02,69.647,6.0,6.51
2019-05-03,69.647,6.0,6.51
2019-05-04,69.647,6.0,6.51
2019-05-05,69.647,6.0,6.51
2019-05-06,69.647,6.0,6.51
2019-05-07,69.647,6.0,6.51
2019-05-08,69.647,6.0,6.51
2019-05-09,69.647,6.0,6.51
2019-05-10,69.647,6.0,6.51
2019-05-11,69.647,6.0,6.51
2019-05-12,69.647,6.0,6.51
2019-05-13,70.57,6.0,6.51
2019-05-14,70.332,6.0,6.51
2019-05-15,70.249,6.0,6.51
2019-05-16,70.13,6.0,6.51
2019-05-17,70.28,6.0,6.51
2019-05-18,70.28,6.0,6.51
2019-05-19,70.28,6.0,6.51
2019-05-20,69.609,6.0,6.51
2019-05-21,69.645,6.0,6.51
2019-05-22,69.65,6.0,6.51
2019-05-23,69.665,6.0,6.51
2019-05-24,69.38,6.0,6.51
2019-05-25,69.38,6.0,6.51
2019-05-26,69.38,6.0,6.51
2019-05-27,69.504,6.0,6.51
2019-05-28,69.61,6.0,6.51
2019-05-29,69.845,6.0,6.51
2019-05-30,69.825,6.0,6.51
2019-05-31,69.58,6.0,6.51
2019-06-01,69.58,6.0,6.51
2019-06-02,69.58,6.0,6.51
2019-06-03,69.58,6.0,6.51
2019-06-04,69.58,6.0,6.51
2019-06-05,69.58,6.0,6.51
2019-06-06,69.58,5.75,6.51
2019-06-07,69.58,5.75,6.51
2019-06-08,69.58,5.75,6.51
2019-06-09,69.58,5.75,6.51
2019-06-10,69.58,5.75,6.51
2019-06-11,69.58,5.75,6.51
2019-06-12,69.58,5.75,6.51
2019-06-13,69.53,5.75,6.51
2019-06-14,69.833,5.75,6.51
2019-06-15,69.833,5.75,6.51
2019-06-16,69.833,5.75,6.51
2019-06-17,69.85,5.75,6.51
2019-06-18,69.61,5.75,6.51
2019-06-19,69.65,5.75,6.51
2019-06-20,69.52,5.75,6.51
2019-06-21,69.615,5.75,6.51
2019-06-22,69.615,5.75,6.51
2019-06-23,69.615,5.75,6.51
2019-06-24,69.273,5.75,6.51
2019-06-25,69.334,5.75,6.51
2019-06-26,69.245,5.75,6.51
2019-06-27,69.088,5.75,6.51
2019-06-28,68.95,5.75,6.51
2019-06-29,68.95,5.75,6.51
2019-06-30,68.95,5.75,6.51
2019-07-01,68.95,5.75,6.51
2019-07-02,68.95,5.75,6.51
2019-07-03,68.95,5.75,6.51
2019-07-04,68.95,5.75,6.51
2019-07-05,68.95,5.75,6.51
2019-07-06,68.95,5.75,6.51
2019-07-07,68.95,5.75,6.51
2019-07-08,68.95,5.75,6.51
2019-07-09,68.95,5.75,6.51
2019-07-10,68.95,5.75,6.51
2019-07-11,68.95,5.75,6.51
2019-07-12,68.95,5.75,6.51
2019-07-13,68.95,5.75,6.51
2019-07-14,68.95,5.75,6.51
2019-07-15,68.545,5.75,6.51
2019-07-16,68.65,5.75,6.51
2019-07-17,68.846,5.75,6.51
2019-07-18,68.855,5.75,6.51
2019-07-19,68.86,5.75,6.51
2019-07-20,68.86,5.75,6.51
2019-07-21,68.86,5.75,6.51
2019-07-22,68.93,5.75,6.51
2019-07-23,69.033,5.75,6.51
2019-07-24,68.98,5.75,6.51
2019-07-25,69.041,5.75,6.51
2019-07-26,68.88,5.75,6.51
2019-07-27,68.88,5.75,6.51
2019-07-28,68.88,5.75,6.51
2019-07-29,68.755,5.75,6.51
2019-07-30,68.862,5.75,6.51
2019-07-31,68.875,5.75,6.51
2019-08-01,68.875,5.75,6.51
2019-08-02,68.875,5.75,6.51
2019-08-03,68.875,5.75,6.51
2019-08-04,68.875,5.75,6.51
2019-08-05,68.875,5.75,6.51
2019-08-06,68.875,5.75,6.51
2019-08-07,68.875,5.4,6.51
2019-08-08,68.875,5.4,6.51
2019-08-09,68.875,5.4,6.51
2019-08-10,68.875,5.4,6.51
2019-08-11,68.875,5.4,6.51
2019-08-12,68.875,5.4,6.51
2019-08-13,71.418,5.4,6.51
2019-08-14,71.275,5.4,6.51
2019-08-15,71.81,5.4,6.51
2019-08-16,71.155,5.4,6.51
2019-08-17,71.155,5.4,6.51
2019-08-18,71.155,5.4,6.51
2019-08-19,71.451,5.4,6.51
2019-08-20,71.549,5.4,6.51
2019-08-21,71.44,5.4,6.51
2019-08-22,71.93,5.4,6.51
2019-08-23,71.513,5.4,6.51
2019-08-24,71.513,5.4,6.51
2019-08-25,71.513,5.4,6.51
2019-08-26,72.025,5.4,6.51
2019-08-27,71.543,5.4,6.51
2019-08-28,71.829,5.4,6.51
2019-08-29,71.69,5.4,6.51
2019-08-30,71.453,5.4,6.51
2019-08-31,71.453,5.4,6.51
2019-09-01,71.453,5.4,6.51
2019-09-02,71.453,5.4,6.51
2019-09-03,71.453,5.4,6.51
2019-09-04,71.453,5.4,6.51
2019-09-05,71.453,5.4,6.51
2019-09-06,71.453,5.4,6.51
2019-09-07,71.453,5.4,6.51
2019-09-08,71.453,5.4,6.51
2019-09-09,71.453,5.4,6.51
2019-09-10,71.453,5.4,6.51
2019-09-11,71.453,5.4,6.51
2019-09-12,71.453,5.4,6.51
2019-09-13,70.985,5.4,6.51
2019-09-14,70.985,5.4,6.51
2019-09-15,70.985,5.4,6.51
2019-09-16,71.58,5.4,6.51
2019-09-17,71.49,5.4,6.51
2019-09-18,71.145,5.4,6.51
2019-09-19,71.375,5.4,6.51
2019-09-20,71.075,5.4,6.51
2019-09-21,71.075,5.4,6.51
2019-09-22,71.075,5.4,6.51
2019-09-23,70.799,5.4,6.51
2019-09-24,70.971,5.4,6.51
2019-09-25,70.988,5.4,6.51
2019-09-26,70.964,5.4,6.51
2019-09-27,70.509,5.4,6.51
2019-09-28,70.509,5.4,6.51
2019-09-29,70.509,5.4,6.51
2019-09-30,70.645,5.4,6.51
2019-10-01,70.645,5.4,6.51
2019-10-02,70.645,5.4,6.51
2019-10-03,70.645,5.4,6.51
2019-10-04,70.645,5.15,6.51
2019-10-05,70.645,5.15,6.51
2019-10-06,70.645,5.15,6.51
2019-10-07,70.645,5.15,6.51
2019-10-08,70.645,5.15,6.51
2019-10-09,70.645,5.15,6.51
2019-10-10,70.645,5.15,6.51
2019-10-11,70.645,5.15,6.51
2019-10-12,70.645,5.15,6.51
2019-10-13,70.645,5.15,6.51
2019-10-14,71.237,5.15,6.51
2019-10-15,71.5,5.15,6.51
2019-10-16,71.364,5.15,6.51
2019-10-17,71.13,5.15,6.51
2019-10-18,71.09,5.15,6.51
2019-10-19,71.09,5.15,6.51
2019-10-20,71.09,5.15,6.51
2019-10-21,70.925,5.15,6.51
2019-10-22,70.81,5.15,6.51
2019-10-23,70.725,5.15,6.51
2019-10-24,70.965,5.15,6.51
2019-10-25,70.82,5.15,6.51
2019-10-26,70.82,5.15,6.51
2019-10-27,70.82,5.15,6.51
2019-10-28,70.745,5.15,6.51
2019-10-29,70.89,5.15,6.51
2019-10-30,70.952,5.15,6.51
2019-10-31,70.98,5.15,6.51
2019-11-01,70.98,5.15,6.51
2019-11-02,70.98,5.15,6.51
2019-11-03,70.98,5.15,6.51
2019-11-04,70.98,5.15,6.51
2019-11-05,70.98,5.15,6.51
2019-11-06,70.98,5.15,6.51
2019-11-07,70.98,5.15,6.51
2019-11-08,70.98,5.15,6.51
2019-11-09,70.98,5.15,6.51
2019-11-10,70.98,5.15,6.51
2019-11-11,70.98,5.15,6.51
2019-11-12,70.98,5.15,6.51
2019-11-13,72.15,5.15,6.51
2019-11-14,71.966,5.15,6.51
2019-11-15,71.65,5.15,6.51
2019-11-16,71.65,5.15,6.51
2019-11-17,71.65,5.15,6.51
2019-11-18,71.945,5.15,6.51
2019-11-19,71.83,5.15,6.51
2019-11-20,71.746,5.15,6.51
2019-11-21,71.75,5.15,6.51
2019-11-22,71.792,5.15,6.51
2019-11-23,71.792,5.15,6.51
2019-11-24,71.792,5.15,6.51
2019-11-25,71.689,5.15,6.51
2019-11-26,71.48,5.15,6.51
2019-11-27,71.26,5.15,6.51
2019-11-28,71.505,5.15,6.51
2019-11-29,71.749,5.15,6.51
2019-11-30,71.749,5.15,6.51
2019-12-01,71.749,5.15,6.51
2019-12-02,71.749,5.15,6.51
2019-12-03,71.749,5.15,6.51
2019-12-04,71.749,5.15,6.51
2019-12-05,71.749,5.15,6.51
2019-12-06,71.749,5.15,6.51
2019-12-07,71.749,5.15,6.51
2019-12-08,71.749,5.15,6.51
2019-12-09,71.749,5.15,6.51
2019-12-10,71.749,5.15,6.51
2019-12-11,71.749,5.15,6.51
2019-12-12,71.749,5.15,6.51
2019-12-13,70.798,5.15,6.51
2019-12-14,70.798,5.15,6.51
2019-12-15,70.798,5.15,6.51
2019-12-16,70.915,5.15,6.51
2019-12-17,71.035,5.15,6.51
2019-12-18,71.0,5.15,6.51
2019-12-19,71.18,5.15,6.51
2019-12-20,71.06,5.15,6.51
2019-12-21,71.06,5.15,6.51
2019-12-22,71.06,5.15,6.51
2019-12-23,71.22,5.15,6.51
2019-12-24,71.28,5.15,6.51
2019-12-25,71.28,5.15,6.51
2019-12-26,71.3,5.15,6.51
2019-12-27,71.455,5.15,6.51
2019-12-28,71.455,5.15,6.51
2019-12-29,71.455,5.15,6.51
2019-12-30,71.32,5.15,6.51
2019-12-31,71.355,5.15,6.51
2020-01-01,71.355,5.15,7.859
2020-01-02,71.355,5.15,7.859
2020-01-03,71.355,5.15,7.859
2020-01-04,71.355,5.15,7.859
2020-01-05,71.355,5.15,7.859
2020-01-06,71.355,5.15,7.859
2020-01-07,71.355,5.15,7.859
2020-01-08,71.355,5.15,7.859
2020-01-09,71.355,5.15,7.859
2020-01-10,71.355,5.15,7.859
2020-01-11,71.355,5.15,7.859
2020-01-12,71.355,5.15,7.859
2020-01-13,70.71,5.15,7.859
2020-01-14,70.85,5.15,7.859
2020-01-15,70.72,5.15,7.859
2020-01-16,70.978,5.15,7.859
2020-01-17,71.079,5.15,7.859
2020-01-18,71.079,5.15,7.859
2020-01-19,71.079,5.15,7.859
2020-01-20,71.04,5.15,7.859
2020-01-21,71.17,5.15,7.859
2020-01-22,71.08,5.15,7.859
2020-01-23,71.4,5.15,7.859
2020-01-24,71.33,5.15,7.859
2020-01-25,71.33,5.15,7.859
2020-01-26,71.33,5.15,7.859
2020-01-27,71.45,5.15,7.859
2020-01-28,71.2,5.15,7.859
2020-01-29,71.31,5.15,7.859
2020-01-30,71.55,5.15,7.859
2020-01-31,71.555,5.15,7.859
2020-02-01,71.555,5.15,7.859
2020-02-02,71.555,5.15,7.859
2020-02-03,71.555,5.15,7.859
2020-02-04,71.555,5.15,7.859
2020-02-05,71.555,5.15,7.859
2020-02-06,71.555,5.15,7.859
2020-02-07,71.555,5.15,7.859
2020-02-08,71.555,5.15,7.859
2020-02-09,71.555,5.15,7.859
2020-02-10,71.555,5.15,7.859
2020-02-11,71.555,5.15,7.859
2020-02-12,71.555,5.15,7.859
2020-02-13,71.33,5.15,7.859
2020-02-14,71.529,5.15,7.859
2020-02-15,71.529,5.15,7.859
2020-02-16,71.529,5.15,7.859
2020-02-17,71.34,5.15,7.859
2020-02-18,71.585,5.15,7.859
2020-02-19,71.6,5.15,7.859
2020-02-20,71.68,5.15,7.859
2020-02-21,71.88,5.15,7.859
2020-02-22,71.88,5.15,7.859
2020-02-23,71.88,5.15,7.859
2020-02-24,71.935,5.15,7.859
2020-02-25,71.82,5.15,7.859
2020-02-26,71.58,5.15,7.859
2020-02-27,71.655,5.15,7.859
2020-02-28,72.539,5.15,7.859
2020-02-29,72.539,5.15,7.859
2020-03-01,72.539,5.15,7.859
2020-03-02,72.539,5.15,7.859
2020-03-03,72.539,5.15,7.859
2020-03-04,72.539,5.15,7.859
2020-03-05,72.539,5.15,7.859
2020-03-06,72.539,5.15,7.859
2020-03-07,72.539,5.15,7.859
2020-03-08,72.539,5.15,7.859
2020-03-09,72.539,5.15,7.859
2020-03-10,72.539,5.15,7.859
2020-03-11,72.539,5.15,7.859
2020-03-12,72.539,5.15,7.859
2020-03-13,73.84,5.15,7.859
2020-03-14,73.84,5.15,7.859
2020-03-15,73.84,5.15,7.859
2020-03-16,74.003,5.15,7.859
2020-03-17,74.062,5.15,7.859
2020-03-18,74.55,5.15,7.859
2020-03-19,74.786,5.15,7.859
2020-03-20,75.399,5.15,7.859
2020-03-21,75.399,5.15,7.859
2020-03-22,75.399,5.15,7.859
2020-03-23,76.335,5.15,7.859
2020-03-24,76.379,5.15,7.859
2020-03-25,76.375,5.15,7.859
2020-03-26,74.889,5.15,7.859
2020-03-27,75.472,4.4,7.859
2020-03-28,75.472,4.4,7.859
2020-03-29,75.472,4.4,7.859
2020-03-30,75.41,4.4,7.859
2020-03-31,75.343,4.4,7.859
2020-04-01,75.343,4.4,7.859
2020-04-02,75.343,4.4,7.859
2020-04-03,75.343,4.4,7.859
2020-04-04,75.343,4.4,7.859
2020-04-05,75.343,4.4,7.859
2020-04-06,75.343,4.4,7.859
2020-04-07,75.343,4.4,7.859
2020-04-08,75.343,4.4,7.859
2020-04-09,75.343,4.4,7.859
2020-04-10,75.343,4.4,7.859
2020-04-11,75.343,4.4,7.859
2020-04-12,75.343,4.4,7.859
2020-04-13,76.249,4.4,7.859
2020-04-14,76.015,4.4,7.859
2020-04-15,76.564,4.4,7.859
2020-04-16,76.805,4.4,7.859
2020-04-17,76.55,4.4,7.859
2020-04-18,76.55,4.4,7.859
2020-04-19,76.55,4.4,7.859
2020-04-20,76.575,4.4,7.859
2020-04-21,76.975,4.4,7.859
2020-04-22,76.41,4.4,7.859
2020-04-23,75.895,4.4,7.859
2020-04-24,76.27,4.4,7.859
2020-04-25,76.27,4.4,7.859
2020-04-26,76.27,4.4,7.859
2020-04-27,76.229,4.4,7.859
2020-04-28,76.065,4.4,7.859
2020-04-29,75.455,4.4,7.859
2020-04-30,75.08,4.4,7.859
2020-05-01,75.08,4.4,7.859
2020-05-02,75.08,4.4,7.859
